Unnamed: 0,Title,Ingredients,Instructions,Image_Name,Cleaned_Ingredients,description,Standardized_Cleaned_Ingredients
10151,Polenta and Vegetables with Roasted Red Pepper Sauce,"['1 cup uncooked instant polenta', '2/3 cup grated Parmesan, divided', '1/8–1/4 teaspoon cayenne pepper', 'Vegetable oil cooking spray', '2 cloves garlic, chopped', '2 tablespoon chopped fresh thyme (or oregano) or 1 tablespoon dried', 'cup fresh lemon juice', '1 tablespoon olive oil', '8 asparagus stalks, ends trimmed', '8 scallions, trimmed', '2 small Japanese or Italian eggplants, trimmed and halved', '1 medium-large yellow squash (about pound), cut into 1/3-inch-thick slices', '1 cup cherry tomatoes', '1 jar (12 ounces) prepared roasted red peppers, drained', '1/3 cup vegetable (or chicken) broth', '1 large clove garlic, chopped', '3 tablespoon chopped fresh chives, basil or parsley (plus extra for garnish)', '1 tablespoon balsamic vinegar']","Bring 3 cups water to a boil in a medium-sized heavy saucepan. Add polenta in a stream, whisking to combine. Reduce heat to medium-low and simmer, stirring frequently, until thick, 3 to 5 minutes. Whisk in 1/3 cup Parmesan and season with cayenne and salt. Coat a 9-inch pie plate with cooking spray. Transfer polenta to pie plate, smooth into an even layer and let cool 15 minutes. Heat broiler. Whisk garlic, thyme, lemon juice and oil in a bowl. Season with salt and pepper. Toss vegetables with dressing. Coat a baking sheet with cooking spray and arrange vegetables in 1 layer (or in 1 layer in a grill basket). Broil vegetables about 4 inches from heat until tender and slightly charred, 3 to 5 minutes on each side. Transfer to a platter. Combine all sauce ingredients in a blender or food processor and blend until smooth. Sprinkle polenta with remaining 1/3 cup Parmesan. Broil polenta in pie plate until golden brown, 2 to 3 minutes, then cut polenta into 8 triangles. Divide polenta among 4 plates. Top with vegetables, drizzle with sauce and sprinkle with chives. Serve any remaining sauce on the side.",polenta-and-vegetables-with-roasted-red-pepper-sauce-241484,"['1 cup uncooked instant polenta', '2/3 cup grated Parmesan, divided', '1/8–1/4 teaspoon cayenne pepper', 'Vegetable oil cooking spray', '2 cloves garlic, chopped', '2 tablespoon chopped fresh thyme (or oregano) or 1 tablespoon dried', 'cup fresh lemon juice', '1 tablespoon olive oil', '8 asparagus stalks, ends trimmed', '8 scallions, trimmed', '2 small Japanese or Italian eggplants, trimmed and halved', '1 medium-large yellow squash (about pound), cut into 1/3-inch-thick slices', '1 cup cherry tomatoes', '1 jar (12 ounces) prepared roasted red peppers, drained', '1/3 cup vegetable (or chicken) broth', '1 large clove garlic, chopped', '3 tablespoon chopped fresh chives, basil or parsley (plus extra for garnish)', '1 tablespoon balsamic vinegar']","Polenta and Vegetables with Roasted Red Pepper Sauce is a delicious dish made with key ingredients such as ['1 cup uncooked instant polenta', '2/3 cup grated Parmesan, divided', '1/8–1/4 teaspoon cayenne pepper', 'Vegetable oil cooking spray', '2 cloves garlic, chopped', '2 tablespoon chopped fresh thyme (or oregano) or 1 tablespoon dried', 'cup fresh lemon juice', '1 tablespoon olive oil', '8 asparagus stalks, ends trimmed', '8 scallions, trimmed', '2 small Japanese or Italian eggplants, trimmed and halved', '1 medium-large yellow squash (about pound), cut into 1/3-inch-thick slices', '1 cup cherry tomatoes', '1 jar (12 ounces) prepared roasted red peppers, drained', '1/3 cup vegetable (or chicken) broth', '1 large clove garlic, chopped', '3 tablespoon chopped fresh chives, basil or parsley (plus extra for garnish)', '1 tablespoon balsamic vinegar']. In brief, the preparation involves: . Give it a try if you're looking for a satisfying, flavorful meal!","['cup', 'cup', '1/8–1/4 teaspoon cayenne pepper', 'oil', 'garlic', 'tablespoon', 'lemon', 'tablespoon', 'stalk', 'scallion', 'eggplant', 'squash', 'cup', 'jar', 'cup', 'clove', 'tablespoon', 'tablespoon']"
12341,Pan-Roasted Swordfish Steaks with Mixed-Peppercorn Butter,"['1/4 cup (1/2 stick) butter, room temperature', '2 teaspoons chopped fresh parsley', '1 garlic clove, minced', '1/2 teaspoon ground mixed peppercorns, plus more for sprinkling', '1/2 teaspoon (packed) grated lemon peel', '1 tablespoon olive oil', '4 1-inch-thick swordfish fillets (about 6 ounces each)']","Preheat oven to 400°F. Mash butter, parsley, garlic, 1/2 teaspoon ground mixed peppercorns, and lemon peel in small bowl. Season to taste with salt.
Heat oil in heavy large ovenproof skillet over medium-high heat. Sprinkle swordfish with salt and ground mixed peppercorns. Add swordfish to skillet. Cook until browned, about 3 minutes. Turn swordfish over and transfer to oven. Roast until just cooked through, about 10 minutes longer. Transfer swordfish to plates. Add seasoned butter to same skillet. Cook over medium-high heat, scraping up browned bits, until melted and bubbling. Pour butter sauce over swordfish and serve.",pan-roasted-swordfish-steaks-with-mixed-peppercorn-butter-232695,"['1/4 cup (1/2 stick) butter, room temperature', '2 teaspoons chopped fresh parsley', '1 garlic clove, minced', '1/2 teaspoon ground mixed peppercorns, plus more for sprinkling', '1/2 teaspoon (packed) grated lemon peel', '1 tablespoon olive oil', '4 1-inch-thick swordfish fillets (about 6 ounces each)']","Pan-Roasted Swordfish Steaks with Mixed-Peppercorn Butter is a decadent, savory dish that highlights the firm, meaty texture of perfectly seared swordfish, complemented by a rich, velvety butter sauce studded with the bold, aromatic heat of mixed peppercorns, delivering a tantalizing interplay of spice, butteriness, and subtle brininess; its inviting aroma of roasting fish mingles with the fragrant peppercorns and a hint of citrus, evoking the coastal elegance of Mediterranean seafood dining while imparting a modern, refined vibe that balances rustic flavor with contemporary culinary finesse. Pan-Roasted Swordfish Steaks with Mixed-Peppercorn Butter is a sophisticated seafood dish featuring perfectly seared swordfish that boasts a golden, crisp exterior while preserving a tender, flaky interior, all elevated by a rich butter sauce infused with a robust blend of coarse peppercorns that deliver a lively, piquant kick, harmonizing with the subtle brininess of the fish to create a balanced umami flavor; its enticing aroma evokes coastal Mediterranean breezes with hints of smoky char and fresh herbs, offering a refined, modern vibe that bridges classic French culinary techniques with contemporary innovation in every bite.","['cup', 'teaspoon', 'clove', 'teaspoon', 'teaspoon', 'tablespoon', 'inch']"
1395,Chilaquiles,"['4 cups fried tortilla strips', '2 cups Salsa Roja', '4 eggs', '2 cups shredded queso Oaxaca (or mozzarella or Jack cheese if unavailable)', '1/4 cup pickled jalapeños', '1 avocado, cut lengthwise into 1/4-inch-thick slices', '1/2 cup chipotle crema, Greek yogurt or labneh', '1/2 bunch cilantro, leaves', '1/2 lime', 'Pinch of sea salt']","Preheat the oven to 400°F or the broiler to low.
Add the tortillas to a medium oven-safe dish or cast-iron skillet. Top with the Salsa Roja and crack the eggs on top. Top the eggs with the cheese and bake or broil until the cheese is bubbling and just starting to brown. Garnish with the jalapeños, avocado, crema, and cilantro and finish with a fresh squeeze of lime and a bit of sea salt.",egg-shop-chilaquiles,"['4 cups fried tortilla strips', '2 cups Salsa Roja', '4 eggs', '2 cups shredded queso Oaxaca (or mozzarella or Jack cheese if unavailable)', '1/4 cup pickled jalapeños', '1 avocado, cut lengthwise into 1/4-inch-thick slices', '1/2 cup chipotle crema, Greek yogurt or labneh', '1/2 bunch cilantro, leaves', '1/2 lime', 'Pinch of sea salt']","Chilaquiles is a vibrant Mexican dish that combines crispy corn tortillas, cut into wedges, with a rich, smoky red or green salsa that bathes each chip in a tangy, spicy coating; topped with a medley of fresh ingredients like creamy avocado, crumbled queso fresco, and a fried egg, it delivers a perfect balance of crispy, creamy, and bold flavors; its alluring aroma evokes the lively energy of a bustling Mexican kitchen, offering a rustic yet contemporary vibe that celebrates traditional flavors and modern culinary creativity in every bite. Chilaquiles is a vibrant, traditional Mexican dish featuring crispy, golden tortilla chips gently simmered in a tangy, robust salsa—be it a bright green tomatillo blend or a smoky red chili mix—infused with aromatic garlic and onions and crowned with crumbled queso fresco, a dollop of creamy sour cream, and fresh cilantro; its enticing aroma of toasted corn and zesty spices transports you to bustling Mexican streets, delivering a harmonious fusion of textures and flavors that evoke a rustic yet modern vibe while celebrating Mexico's rich culinary heritage in every bite.","['cup', 'cup', 'egg', 'cup', 'cup', 'avocado', 'cup', 'bunch', 'lime', 'pinch']"
6467,Chickpea Stew,"['4 tablespoons olive oil, divided', '2 skinless, boneless chicken thighs', 'Kosher salt', '3 large garlic cloves, minced', '2 tablespoons ground cumin', '2 tablespoons tomato paste', '3/4 teaspoon crushed red pepper flakes', '2 bay leaves', '2 15-ounce cans chickpeas, rinsed, drained', '1/2 cup chopped drained roasted red peppers from a jar', '2 tablespoons (or more) fresh lemon juice', '2 cups 1"" cubes country-style bread', '3 tablespoons coarsely chopped flat-leaf parsley']","Heat 2 tablespoons oil in a medium pot over medium-high heat. Season chicken with salt; add to pot and cook, turning once, until browned, 8-10 minutes. Transfer to a plate. Reduce heat to low and let oil cool for 1 minute; add garlic and cook, stirring often, until fragrant, 30-60 seconds. Add cumin, tomato paste, and red pepper flakes; stir until a smooth paste forms, about 1 minute. Add reserved chicken with any accumulated juices, along with bay leaves and 4 cups water. Scrape up any browned bits. Bring to a boil; reduce heat to medium-low and simmer, uncovered, occasionally stirring, until chicken is tender, about 20 minutes.
Transfer chicken to a plate. Add chickpeas to pot; bring to a simmer and cook for 5 minutes. Shred chicken; add to stew. Add red peppers. Stir in remaining 2 tablespoons oil and 2 tablespoons lemon juice; simmer for 1 minute. Season with salt and more lemon juice, if desired. Divide bread cubes among bowls. Ladle soup over. Garnish with parsley.",chickpea-stew-388656,"['4 tablespoons olive oil, divided', '2 skinless, boneless chicken thighs', 'Kosher salt', '3 large garlic cloves, minced', '2 tablespoons ground cumin', '2 tablespoons tomato paste', '3/4 teaspoon crushed red pepper flakes', '2 bay leaves', '2 15-ounce cans chickpeas, rinsed, drained', '1/2 cup chopped drained roasted red peppers from a jar', '2 tablespoons (or more) fresh lemon juice', '2 cups 1"" cubes country-style bread', '3 tablespoons coarsely chopped flat-leaf parsley']","Chickpea Stew is a hearty, comforting dish that combines nutty, tender chickpeas with an array of aromatic vegetables and spices, creating a rich, savory, and subtly earthy flavor profile; its warming aroma of garlic, cumin, and coriander evokes the rustic charm of North African and Mediterranean kitchens, while delivering a wholesome, nourishing vibe that bridges time-honored culinary traditions with a modern, satisfying approach to plant-based cuisine. Chickpea Stew is a hearty, soul-satisfying dish that melds tender chickpeas with a rich medley of slow-simmered tomatoes, garlic, onions, and aromatic spices like cumin and smoked paprika to create a robust, savory flavor with comforting, earthy notes; its warm, inviting aroma captures the rustic essence of Mediterranean and Middle Eastern kitchens while delivering a modern, homestyle vibe that nourishes both body and spirit in every spoonful.","['tablespoon', 'skinless', 'salt', 'garlic', 'tablespoon', 'tablespoon', 'teaspoon', 'bay', 'ounce', 'cup', 'tablespoon', 'cup', 'tablespoon']"
7004,French Toast BLT with Roasted Garlic Vinaigrette,"['12 thick slices smoked bacon', '2 cups heavy cream', '5 large eggs', 'coarse salt and freshly ground black pepper', '6 slices challah bread, at least 1 inch thick', '2 tbsp canola oil', '2 1/2 cups grated Gruyère cheese', '12 slices ripe tomatoes (about 3 small)', '6 cups arugula, cleaned', 'Roasted-Garlic Vinaigrette']","Preheat the oven to 350°F. Place the bacon on a rimmed baking sheet and bake until crisp, 10 to 15 minutes. Leave the oven on.
Combine the heavy cream and eggs in a bowl and whisk to thoroughly blend. Season the mixture with salt and pepper to taste. Soak the bread in the mixture for 15 minutes, then turn the slices over and soak for an additional 10 to 15 minutes.
Place a nonstick skillet over medium heat. Add the canola oil. Once the oil is hot (it will shimmer slightly), fry the challah slices on each side until golden brown, working in batches. Transfer the challah to a baking sheet and place in the oven. Bake until the custard is cooked through, 6 to 8 minutes; the bread should soufflé, or puff up. Remove from the oven, cover each slice with grated cheese, and return the pan to the oven to melt the cheese. Once the cheese is melted, about 4 minutes, remove from the oven. Put 2 slices bacon and 2 slices tomato on each slice of challah and drizzle with some of the vinaigrette. Toss the arugula with the remaining dressing (or enough to coat) and place atop each piece. Serve warm.",french-toast-blt-with-roasted-garlic-vinaigrette-366329,"['12 thick slices smoked bacon', '2 cups heavy cream', '5 large eggs', 'coarse salt and freshly ground black pepper', '6 slices challah bread, at least 1 inch thick', '2 tbsp canola oil', '2 1/2 cups grated Gruyère cheese', '12 slices ripe tomatoes (about 3 small)', '6 cups arugula, cleaned', 'Roasted-Garlic Vinaigrette']","French Toast BLT with Roasted Garlic Vinaigrette is a decadent twist on the classic sandwich, where crispy, golden French toast provides a sweet and savory foundation for layers of smoky bacon, crisp lettuce, and juicy tomatoes, all elevated by a tangy roasted garlic vinaigrette that adds depth and brightness; its enticing aroma combines the warm, buttery richness of toasted bread with the earthy scent of roasted garlic and the freshness of leafy greens, evoking a modern, indulgent brunch vibe that bridges comfort food with sophisticated culinary creativity in each bite. French Toast BLT with Roasted Garlic Vinaigrette is an inventive reimagining of a classic American brunch favorite, featuring thick, golden-browned French toast layered with crispy bacon, fresh lettuce, and juicy tomato, all drizzled with a vibrant, tangy roasted garlic vinaigrette that delivers a harmonious balance of sweet, savory, and zesty flavors; its enticing aroma of buttery toast, sizzling bacon, and caramelized garlic evokes the nostalgic charm of traditional diners while offering a modern, adventurous vibe that seamlessly bridges comfort food nostalgia with contemporary culinary innovation.","['slice', 'cup', 'egg', 'salt', 'slice', 'tbsp', 'cup', 'slice', 'cup', 'roasted-garlic vinaigrette']"
5712,Parmesan Chicken Cutlets,"['3/4 cup all-purpose flour', '2 large eggs', '1 1/2 cups panko (Japanese breadcrumbs)', '1/4 cup grated Parmesan', '1 tablespoon mustard powder', 'Kosher salt, freshly ground pepper', '4 small skinless, boneless chicken cutlets (about 1 1/2 pounds total), pounded to 1/4"" thickness', '8 tablespoons olive oil, divided', '1 lemon, halved']","Place flour in a shallow bowl. Beat eggs in a second shallow bowl. Combine panko, Parmesan, and mustard powder in a third shallow bowl and season mixture with salt and pepper.
Season chicken with salt and pepper, then dredge in flour, shaking off any excess. Transfer to bowl with beaten egg and turn to coat. Lift from bowl, allowing excess to drip back into bowl. Coat with panko mixture, pressing to adhere. DO AHEAD: Chicken can be breaded 3 months in advance. Place between pieces of freezer paper or waxed paper and freeze in resealable freezer bags. Thaw before continuing.
Heat 6 tablespoons oil in a large heavy skillet or a cast-iron skillet over medium-high heat. Working in 2 batches, cook cutlets, adding remaining 2 tablespoons oil to pan between batches, until golden brown and cooked through, about 4 minutes per side. Transfer cutlets to a paper towel-lined plate and season with salt. Serve with lemon.",parmesan-chicken-cutlets-51149010,"['3/4 cup all-purpose flour', '2 large eggs', '1 1/2 cups panko (Japanese breadcrumbs)', '1/4 cup grated Parmesan', '1 tablespoon mustard powder', 'Kosher salt, freshly ground pepper', '4 small skinless, boneless chicken cutlets (about 1 1/2 pounds total), pounded to 1/4"" thickness', '8 tablespoons olive oil, divided', '1 lemon', 'halved']","
Parmesan Chicken Cutlets are a crispy, golden-breaded delight where tender, juicy chicken cutlets are coated in a flavorful blend of grated parmesan, breadcrumbs, and aromatic herbs, creating a satisfying crunch and savory depth with every bite; their enticing aroma of crispy cheese and warm, herbs transports you to the heart of Italian kitchens while delivering a comforting familiarity that blends rustic tradition with modern culinary artistry for an irresistibly delicious meal. Parmesan Chicken Cutlets are tender chicken fillets lightly breaded in a savory Parmesan and herb crust, fried to a crisp golden perfection that delivers rich umami notes accented by subtle hints of garlic and lemon, with an enticing aroma that evokes the rustic charm of Italian trattorias while offering a modern, refined vibe ideal for pairing with zesty marinara or a fresh garden salad in every bite.","['cup', 'egg', 'cup', 'cup', 'tablespoon', 'salt', 'skinless', 'tablespoon', 'lemon', 'halved']"
1683,Simple Spinach and Ricotta Gnocchi,"['1 teaspoon finely grated lemon zest', '1/4 cup (60ml) lemon juice', '2 tablespoons extra virgin olive oil', 'Sea salt and cracked black pepper', '300g (10.5 oz) baby spinach leaves', ""Cheat's Ricotta Gnocchi Dough""]","Place the lemon zest, lemon juice, oil, salt and pepper in a medium bowl. Mix to combine and set aside. Place the spinach in a large heatproof bowl, cover with boiling water and set aside for 1 minute. Drain, place in a clean tea towel, squeeze to remove the excess liquid and finely chop. Add the spinach to the gnocchi dough and mix to combine. Lightly dust a clean surface with flour. Divide the dough in half and roll each piece into a 3cm-wide (1-inch-wide) log. Slice into 2cm-thick (3/4-inch-thick) pieces and set aside on a lightly floured tray. Cook the gnocchi, in 2 batches, in a large saucepan of salted boiling water for 2 to 3 minutes or until risen to the surface. Remove with a slotted spoon and place on a serving plate. Top with the lemon oil, rocket and Parmesan to serve.",simple-spinach-and-ricotta-gnocchi-donna-hay,"['1 teaspoon finely grated lemon zest', '1/4 cup (60ml) lemon juice', '2 tablespoons extra virgin olive oil', 'Sea salt and cracked black pepper', '300g (10.5 oz) baby spinach leaves', '""Cheats Ricotta Gnocchi Dough""']","Simple Spinach and Ricotta Gnocchi is a tender, rustic yet refined dish that harmoniously blends the vibrant earthiness of fresh spinach with the delicate, creamy richness of ricotta, creating soft, pillowy dumplings subtly enhanced by a whisper of nutmeg and fresh basil; its gently herbaceous aroma, accented by hints of toasted ricotta, evokes the timeless charm of traditional Italian trattorias while delivering a modern, minimalist vibe that bridges comforting heritage with contemporary culinary artistry in every bite.","['teaspoon', 'cup', 'tablespoon', 'sea', 'g', 'cheat']"
5934,Vanilla Snack Cakes,"['3/4 cup (90 grams) white spelt or all-purpose flour', '1/4 cup (30 grams) ground millet or cake flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '4 egg whites', '1/3 cup (66 grams) cane sugar', '2 tablespoons honey', '1/4 cup (2 ounces) water', '2 tablespoons safflower oil', '4 egg yolks', '1 teaspoon vanilla extract', '1 batch (about 1 cup) Snack Cake Crème']","Preheat the oven to 350°F and lightly grease a canoe-style snack cake pan. If you don't have a snack cake pan, you can use 4-ounce loaf pans. Alternatively, create your own molds out of foil by shaping double thicknesses of aluminum foil around a spice bottle and setting the individual foil pieces next to each other in a cake pan.
Sift the spelt flour, ground millet flour, baking powder, and salt together and set aside.
In a dry mixer bowl with dry beaters, beat the egg whites until stiff, about 2 minutes. Transfer the beaten egg whites to a clean bowl and set aside.
In the same mixer bowl, add the sugar, honey, water, oil, egg yolks, and vanilla and beat for 1 minute. Add the flour mixture and beat until smooth, about 2 minutes. Fold in half of the beaten egg whites; once the first half is fully incorporated, fold in the second half.
Pour the batter into the prepared molds, filling them 2/3 of the way full. Bake until golden, 15 to 20 minutes, rotating the pans halfway through baking. Cool the cakes in the pan for at least 20 minutes, then remove to a wire rack and cool completely before filling with the Snack Cake Crème.
To fill the cakes, use a skewer or chopstick to poke 2 holes partially through the snack cake from the bottom, and wiggle around to hollow out some space. Use a piping bag fitted with a Bismarck (#230) tip or a very small star-shaped tip to fill the cake with the Snack Cake Crème.
To make raspberry snack cakes, make the snack cakes as directed. Coat each filled snack cake with raspberry jam and dust with shredded coconut. They will be sticky and delicious.
Or for Chocolate-Coated Snack Cakes, try dipping your snack cakes in melted chocolate.",vanilla-snack-cakes-51123660,"['3/4 cup (90 grams) white spelt or all-purpose flour', '1/4 cup (30 grams) ground millet or cake flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '4 egg whites', '1/3 cup (66 grams) cane sugar', '2 tablespoons honey', '1/4 cup (2 ounces) water', '2 tablespoons safflower oil', '4 egg yolks', '1 teaspoon vanilla extract', '1 batch (about 1 cup) Snack Cake Crème']","Vanilla Snack Cakes are tender, fluffy delights crafted from a rich, vanilla-infused cake layered with a luxuriously smooth, creamy frosting that marries gentle sweetness with a subtle buttery warmth; their inviting aroma of freshly baked vanilla and sugar evokes the nostalgic charm of classic American bakeries while delivering a modern, playful vibe that bridges timeless comfort with contemporary on-the-go indulgence in every bite.","['cup', 'cup', 'teaspoon', 'teaspoon', 'egg', 'cup', 'tablespoon', 'cup', 'tablespoon', 'egg', 'teaspoon', 'batch']"
8926,Rustic French Meatloaf,"['1 cup fine fresh bread crumbs (preferably from a rustic loaf)', '1/2 cup whole milk', '3/4 cup finely chopped onion', '3 large garlic cloves, minced', '1 tablespoon olive oil', '1/2 pound chicken livers, separated into lobes, trimmed, and rinsed', '3/4 pound ground pork', '3/4 pound ground veal', '1/4 cup chopped prunes', '1/4 cup shelled pistachios', '2 teaspoons thyme leaves', '2 large eggs, lightly beaten', '1/3 cup chopped flat-leaf parsley', 'Accompaniment: Dijon mustard']","Preheat oven to 475°F with rack in middle.
Soak bread crumbs in milk in a small bowl.
Cook onion, garlic, and 1/4 teaspoon each of salt and pepper in oil in a small skillet over medium heat, stirring occasionally, until onion is softened, about 5 minutes. Cool slightly.
Purée livers in a blender, then transfer to a large bowl. Add pork, veal, prunes, pistachios, thyme, eggs, bread-crumb mixture, onion mixture, 1/2 teaspoon salt, and 1/4 teaspoon pepper and gently mix with your hands until just combined.
Transfer meatloaf mixture to an 81/2- by 41/2-inch glass loaf pan (see cooks' note, below) and bake, covered with foil, until an instant-read thermometer inserted into center registers 165°F, 50 to 55 minutes. Let rest 5 minutes. Cover top of meatloaf with parsley before slicing.
buttered boiled potatoes",rustic-french-meatloaf-352292,"['1 cup fine fresh bread crumbs (preferably from a rustic loaf)', '1/2 cup whole milk', '3/4 cup finely chopped onion', '3 large garlic cloves, minced', '1 tablespoon olive oil', '1/2 pound chicken livers, separated into lobes, trimmed, and rinsed', '3/4 pound ground pork', '3/4 pound ground veal', '1/4 cup chopped prunes', '1/4 cup shelled pistachios', '2 teaspoons thyme leaves', '2 large eggs, lightly beaten', '1/3 cup chopped flat-leaf parsley', 'Accompaniment: Dijon mustard']","Rustic French Meatloaf is a hearty, slow-baked creation blending finely ground meats with aromatic herbs, toasted breadcrumbs, and a dash of red wine to deliver deep, savory flavors enriched by subtle notes of thyme, rosemary, and Dijon mustard; its inviting aroma of caramelized edges and earthy spices evokes the warm, rustic charm of a French countryside kitchen while offering a refined, modern vibe that bridges traditional comfort with contemporary culinary innovation in every tender slice.","['cup', 'cup', 'cup', 'garlic', 'tablespoon', 'pound', 'pound', 'pound', 'cup', 'cup', 'teaspoon', 'egg', 'cup', 'accompaniment']"
535,"Walla Walla Onion, Pine Mushroom Fonduta","['4 Walla Walla (sweet) onions (about 1 lb each)', '1 cup coarse salt, for roasting', '½ cup extra virgin olive oil', '2 cups peeled, washed, and thinly sliced pine mushrooms', '¼ cup all-purpose flour', '2 cups Vegetable Stock', '½ cup heavy cream', 'Reserved chopped innards from onions', '2 tbsp. thyme leaves Kosher salt', 'Fresh-ground black pepper', '1 cup small torn pieces day- old Arctic Sourdough', '2 cups grated Gruyère-style cheese (we like Farm House Natural Cheeses Heidi)', '1 cup grated Gruyère-style cheese', 'Arctic Sourdough']","Preheat the oven to 450°F.
Cut the very tops (about 1 inch) off the onions and then replace. Make a bed of coarse salt in a small roasting pan. Place the onions on the salt and roast for about an hour, or until soft through.
When cool enough to handle, scoop out the insides of the onions, leaving the outer two layers intact within the skin. Take care not to scrape out the base of the onions, as the fonduta will leak out the bottom. Finely chop half of the onion innards for the filling. Set aside.
In a medium-size sauté pan, heat the olive oil and add the sliced pine mushrooms. Sweat for 5 minutes, then add the flour. Sauté for 1 minute more, then add the Vegetable Stock and cream. Bring to a simmer and add the reserved chopped Walla Walla, thyme, and salt and pepper to taste. Add the day-old sourdough bread pieces. Cook together for 5 minutes to meld the flavours. Add the grated Gruyère, stirring to melt, then remove f rom the heat.
Preheat the oven to 450°F. Place the Roasted Walla Walla Onions in a roasting pan, and fill with hot Pine Mushroom Fonduta (if you have extra, it can be served on the side). Top with the grated Gruyère. Roast for 10 minutes, until bubbly.
Serve with lots of Arctic Sourdough and any extra fonduta that didn’t fit in the onions.",walla-walla-onion-pine-mushroom-fonduta,"['4 Walla Walla (sweet) onions (about 1 lb each)', '1 cup coarse salt, for roasting', '½ cup extra virgin olive oil', '2 cups peeled, washed, and thinly sliced pine mushrooms', '¼ cup all-purpose flour', '2 cups Vegetable Stock', '½ cup heavy cream', 'Reserved chopped innards from onions', '2 tbsp. thyme leaves Kosher salt', 'Fresh-ground black pepper', '1 cup small torn pieces day- old Arctic Sourdough', '2 cups grated Gruyère-style cheese (we like Farm House Natural Cheeses Heidi)', '1 cup grated Gruyère-style cheese', 'Arctic Sourdough']","Walla Walla Onion, Pine Mushroom Fonduta is a decadent, velvety dish that marries the sweet, caramelized essence of Walla Walla onions with the earthy depth of pine mushrooms, all blended into a luxurious, creamy fonduta that delivers a harmonious balance of rich umami and subtle sweetness; its inviting aroma of roasted onions and wild mushrooms, accented by a hint of garlic and aromatic herbs, evokes the rustic charm of the Pacific Northwest and traditional Italian culinary artistry while offering a refined, modern vibe that transforms every bite into a gourmet celebration.","['onion', 'cup', 'oil', 'cup', 'cup', 'cup', 'cream', 'innard', 'tbsp', 'ground', 'cup', 'cup', 'cup', 'arctic sourdough']"
1405,Jicama and Pomegranate Slaw,"['1 (2 1/2–3-pound) jicama, peeled and cut into 1/8-inch sticks', '1 medium pomegranate, seeds removed', '1/2 red onion, sliced thinly', '1 cup loosely packed fresh cilantro, finely chopped', '1 cup loosely packed fresh mint, finely shredded', '1/2 cup extra virgin olive oil', '1/3 cup freshly squeezed lime juice', '2 tablespoons pomegranate molasses (optional)', '1/2 teaspoon sea salt']","Place the jicama, pomegranate seeds, onion, cilantro, and mint in a large salad bowl.
In a small bowl make the dressing by whisking together the olive oil, lime juice, pomegranate molasses, and salt.
Pour the dressing over the salad and toss until the jicama is well coated. Chill for 20 minutes before serving.",jicama-and-pomegranate-slaw,"['1 (2 1/2–3-pound) jicama, peeled and cut into 1/8-inch sticks', '1 medium pomegranate, seeds removed', '1/2 red onion, sliced thinly', '1 cup loosely packed fresh cilantro, finely chopped', '1 cup loosely packed fresh mint, finely shredded', '1/2 cup extra virgin olive oil', '1/3 cup freshly squeezed lime juice', '2 tablespoons pomegranate molasses (optional)', '1/2 teaspoon sea salt']","Jicama and Pomegranate Slaw is a refreshing, vibrant dish that combines the crisp crunch of thinly sliced jicama with the jeweled brightness of tangy pomegranate seeds, all tossed in a light, zesty dressing of lime, honey, and a hint of chili for a perfect balance of sweet, tart, and mildly spicy flavors; its invigorating aroma of citrus and fresh herbs evokes the sunny essence of Latin American markets, offering a modern, fresh vibe that celebrates both the boldness of traditional slaws and contemporary culinary creativity in every bite. Jicama and Pomegranate Slaw is a vibrant, refreshing dish that marries the crisp, subtly sweet crunch of jicama with the tangy, juicy bursts of pomegranate seeds, all tossed in a zesty citrus dressing infused with hints of lime and a whisper of spice; its invigorating aroma of fresh garden herbs and citrus evokes the lively spirit of Latin American and Southwestern kitchens, delivering a modern, light vibe that beautifully bridges traditional textures with contemporary flavor innovation in every bite.","['pound', 'medium', 'onion', 'cup', 'cup', 'cup', 'cup', 'tablespoon', 'teaspoon']"
